source,target
W4387048867,W3039468767
W4387048867,W3188193509
W4387048867,W3217011995
W4387048867,W4200214156
W4387048867,W4242136210
W4387048867,W4247248478
W4387048867,W4283161944
W4232416891,W111669149
W2185112007,W1486125354
W2185112007,W1799584269
W2185112007,W1814526177
W2185112007,W1821739585
W2185112007,W1864929804
W2185112007,W1945521585
W2185112007,W1954427670
W2185112007,W1956723458
W2185112007,W1970883049
W2185112007,W1980790924
W2185112007,W2001818190
W2185112007,W2003819565
W2185112007,W2006640899
W2185112007,W2008728765
W2185112007,W2023019419
W2185112007,W2057461000
W2185112007,W2062240727
W2185112007,W2069647842
W2185112007,W2096268186
W2185112007,W2096813444
W2185112007,W2098944387
W2185112007,W2122340903
W2185112007,W2149148253
W2185112007,W2151073679
W2185112007,W2155951577
W2185112007,W2356911985
W2185112007,W2360155046
W2185112007,W2399507346
W2185112007,W2405043003
W2185112007,W2409266831
W2185112007,W2410311405
W2185112007,W2413015480
W2185112007,W2415246858
W2185112007,W2580999227
W2185112007,W4301520018
W2185112007,W4318963972
W4210254865,W1992048435
W4210254865,W2009595477
W4210254865,W2025308935
W4210254865,W2047416819
W4210254865,W2056847706
W4210254865,W2066301530
W4210254865,W2068138989
W4210254865,W2086383840
W4210254865,W2093522094
W4210254865,W2099912292
W4210254865,W2106952837
W4210254865,W2109140352
W4210254865,W2119288073
W4210254865,W2128553376
W4210254865,W2172173993
W4210254865,W2519983062
W4210254865,W2610674987
W4210254865,W2900804598
W4210254865,W3039813419
W4210254865,W3085568920
W4210254865,W3096784973
W3169481216,W1181507533
W3169481216,W1539188749
W3169481216,W1553973245
W3169481216,W1584119279
W3169481216,W1585169518
W3169481216,W1587141723
W3169481216,W1596086207
W3169481216,W1966910378
W3169481216,W1978726686
W3169481216,W1985144206
W3169481216,W2025877611
W3169481216,W2044904016
W3169481216,W2056580445
W3169481216,W2056590375
W3169481216,W2084288278
W3169481216,W2090316129
W3169481216,W2110603299
W3169481216,W2121347140
W3169481216,W2123059127
W3169481216,W2124745123
W3169481216,W2153562738
W3169481216,W2171618138
W3169481216,W2253269588
W3169481216,W2341798879
W3169481216,W2358139854
W3169481216,W2547543010
W3169481216,W2563778051
W3169481216,W2605583019
W3169481216,W2902276291
W3169481216,W2965533623
W3169481216,W2974551021
W3169481216,W3121351121
W3169481216,W3121408352
W3169481216,W3123909318
W3169481216,W3124223476
W3169481216,W3153319816
W3169481216,W3170969050
W3169481216,W58411930
W2034251250,W1576753381
W2034251250,W1969874179
W2034251250,W1970958834
W2034251250,W2008876222
W2034251250,W2015495827
W2034251250,W2032251910
W2034251250,W2048128431
W2034251250,W2056689069
W2034251250,W2078734470
W2034251250,W2106655538
W2034251250,W2114929200
W2034251250,W2130518159
W2034251250,W2167792065
W2034251250,W2249098571
W2034251250,W2314273486
W2034251250,W2323240184
W2034251250,W2333347817
W2034251250,W2335106703
W2034251250,W2335287757
W2034251250,W2335609113
W2034251250,W2396438246
W2034251250,W2397347788
W2034251250,W2462439947
W2034251250,W2466884565
W2034251250,W2471617641
W2034251250,W2802460614
W2034251250,W3166591491
W2034251250,W4248396965
W2148865456,W1239273681
W2148865456,W135581407
W2148865456,W1529642242
W2148865456,W182124562
W2148865456,W1966160462
W2148865456,W1966381584
W2148865456,W1967722760
W2148865456,W1970428335
W2148865456,W1971883600
W2148865456,W1972611447
W2148865456,W1984643270
W2148865456,W1987710691
W2148865456,W199270335
W2148865456,W2003742114
W2148865456,W2014289131
W2148865456,W2022705868
W2148865456,W2040109615
W2148865456,W2040362100
W2148865456,W2043143610
W2148865456,W2061849776
W2148865456,W2076909893
W2148865456,W2082759368
W2148865456,W2082883477
W2148865456,W2085004247
W2148865456,W2087675119
W2148865456,W2099091798
W2148865456,W2103699978
W2148865456,W2106880512
W2148865456,W2116570237
W2148865456,W2118620151
W2148865456,W2120000140
W2148865456,W2132512839
W2148865456,W2144837351
W2148865456,W2149977971
W2148865456,W2158436802
W2148865456,W2161346944
W2148865456,W2184461463
W2148865456,W2298051249
W2148865456,W2318392923
W2148865456,W2615254518
W2148865456,W2806747271
W3094026980,W1983096027
W3094026980,W1983886037
W3094026980,W2005197311
W3094026980,W2015389229
W3094026980,W2026101452
W3094026980,W2042607375
W3094026980,W2055738011
W3094026980,W2073991158
W3094026980,W2074026870
W3094026980,W2076827851
W3094026980,W2083142933
W3094026980,W2111757689
W3094026980,W2116821351
W3094026980,W2117303305
W3094026980,W2130105937
W3094026980,W2151477646
W3094026980,W2153830557
W3094026980,W2166722207
W3094026980,W2227037932
W3094026980,W2750874115
W3094026980,W2893054388
W3094026980,W2913015846
W3094026980,W3009023735
W3094026980,W3022357349
W3094026980,W625160525
W2109388037,W1540933854
W2109388037,W1984970739
W2109388037,W2027824507
W2109388037,W2034056338
W2109388037,W2046560446
W2109388037,W2077742072
W2109388037,W2896456282
W2732239120,W1498027297
W2732239120,W1999616977
W2732239120,W2048104434
W2732239120,W2049620743
W2732239120,W2101229215
W2732239120,W2115059495
W2732239120,W2964510282
W2732239120,W301970100
W2732239120,W4285719527
W2732239120,W630475953
W2732239120,W642226429
W3216139974,W1597250001
W3216139974,W1785523630
W3216139974,W1973998789
W3216139974,W1974631594
W3216139974,W1979699443
W3216139974,W1988182864
W3216139974,W1995386451
W3216139974,W1995875735
W3216139974,W2013451597
W3216139974,W2015636014
W3216139974,W2017597191
W3216139974,W2040605631
W3216139974,W2044890878
W3216139974,W2055298722
W3216139974,W2059742011
W3216139974,W2070307399
W3216139974,W2080714487
W3216139974,W2085683185
W3216139974,W2093760700
W3216139974,W2102612351
W3216139974,W2112671569
W3216139974,W2124446912
W3216139974,W2128633343
W3216139974,W2128880918
W3216139974,W2129672566
W3216139974,W2131841148
W3216139974,W2133559537
W3216139974,W2147071859
W3216139974,W2148853236
W3216139974,W2150494046
W3216139974,W2152321288
W3216139974,W2156087360
W3216139974,W2162348455
W3216139974,W2164418313
W3216139974,W2166621540
W3216139974,W2166981385
W3216139974,W2204464229
W3216139974,W2317256598
W3216139974,W2319082094
W3216139974,W2320077872
W3216139974,W2527285411
W3216139974,W2747773258
W3216139974,W2767053152
W3216139974,W2805756007
W3216139974,W2913043638
W3216139974,W2913658264
W3216139974,W2914310809
W3216139974,W2993383518
W3216139974,W3003038646
W3216139974,W30417703
W3216139974,W40837991
W3216139974,W4301388242
W4391060596,W1971711904
W4391060596,W2000128103
W4391060596,W2009169986
W4391060596,W2012346807
W4391060596,W2046614238
W4391060596,W2056865324
W4391060596,W2106155743
W4391060596,W2109012290
W4391060596,W2127846425
W4391060596,W2129221732
W4391060596,W2141203029
W4391060596,W2148031529
W4391060596,W2166677559
W4391060596,W2168462182
W4391060596,W2407654663
W4391060596,W2593845073
W4391060596,W2620810268
W4391060596,W2785409727
W4391060596,W2792313913
W4391060596,W2794925373
W4391060596,W2805458964
W4391060596,W2987034924
W4391060596,W3019183554
W4391060596,W3034698823
W4391060596,W3087653702
W4391060596,W3134972314
W4391060596,W3149561632
W4391060596,W3166050001
W4391060596,W3197007624
W4391060596,W3213172579
W4391060596,W3216429056
W4391060596,W4226147559
W4391060596,W4229334444
W4391060596,W4321327245
W4391060596,W4321368995
W2034945730,W2001412453
W2034945730,W2011153829
W125952439,W1582569079
W125952439,W1591502102
W125952439,W1987362141
W125952439,W2002077607
W125952439,W2010816326
W125952439,W2013254114
W125952439,W2046911087
W125952439,W2103069869
W125952439,W2126896265
W125952439,W2136847654
W125952439,W2186120471
W125952439,W2556411986
W125952439,W3045187155
W125952439,W3125184895
W2140192788,W1510426010
W2140192788,W1545671628
W2140192788,W1751769270
W2140192788,W1960002562
W2140192788,W1965905702
W2140192788,W1972695454
W2140192788,W1976406986
W2140192788,W1982199538
W2140192788,W1990329567
W2140192788,W1994540226
W2140192788,W2000117884
W2140192788,W2028940996
W2140192788,W2033343955
W2140192788,W2033689889
W2140192788,W2037303193
W2140192788,W2038777635
W2140192788,W2065972705
W2140192788,W2067155709
W2140192788,W2073130627
W2140192788,W2083937951
W2140192788,W2091069417
W2140192788,W2100826189
W2140192788,W2106474823
W2140192788,W2129695636
W2140192788,W2143426821
W2140192788,W2155920435
W2140192788,W2160252608
W2140192788,W2174434623
W2140192788,W2329223578
W2140192788,W257657472
W2140192788,W3006310158
W2140192788,W3187932417
W2140192788,W3206464349
W2140192788,W4232744767
W2140192788,W4246216745
W2140192788,W4248793205
W2140192788,W4253619933
W2140192788,W4301319921
W2140192788,W564021603
W2473964606,W1534553171
W2473964606,W1596214305
W2473964606,W1597763647
W2473964606,W192343351
W2473964606,W1941762603
W2473964606,W1964881125
W2473964606,W1966157784
W2473964606,W1971421101
W2473964606,W1979699532
W2473964606,W1981460542
W2473964606,W1994410690
W2473964606,W2001904170
W2473964606,W2005477910
W2473964606,W2011910817
W2473964606,W2015531123
W2473964606,W2029131231
W2473964606,W2031747765
W2473964606,W2032984066
W2473964606,W2035326625
W2473964606,W2035706211
W2473964606,W2039726249
W2473964606,W2047871490
W2473964606,W2067245944
W2473964606,W2071088127
W2473964606,W2081810287
W2473964606,W2083856551
W2473964606,W2086050009
W2473964606,W2089029652
W2473964606,W2100840142
W2473964606,W2152808541
W2473964606,W2153588786
W2473964606,W2160086877
W2473964606,W2163000414
W2473964606,W2168509869
W2473964606,W2409335224
W2473964606,W2941182337
W2473964606,W386402096
W2473964606,W409164378
W2473964606,W4213119464
W2473964606,W4229655975
W2473964606,W4230760002
W2473964606,W4242209514
W2473964606,W4247126237
W2473964606,W4247243727
W2473964606,W4249840366
W2473964606,W4250980437
W2473964606,W4252611417
W2473964606,W4256510563
W2473964606,W560563144
W2473964606,W562156689
W2473964606,W564537072
W2473964606,W565296125
W2473964606,W568992097
W2473964606,W589723941
W2473964606,W597621427
W2473964606,W599648784
W2473964606,W619568661
W2473964606,W620065526
W2473964606,W631948074
W2473964606,W760379006
W2473964606,W85698857
W2473964606,W92741131
W4318612195,W1598170287
W4318612195,W1968148318
W4318612195,W2035592870
W4318612195,W2051828326
W4318612195,W2069565348
W4318612195,W2098935104
W4318612195,W2102670929
W4318612195,W2104801244
W4318612195,W2128056649
W4318612195,W2140918013
W4318612195,W2147350253
W4318612195,W2168679666
W4318612195,W2327666758
W4318612195,W2339653351
W4318612195,W2531975213
W4318612195,W2797316774
W4318612195,W2799996843
W4318612195,W3027998480
W4318612195,W4256248527
W4318612195,W4298675795
W4318612195,W4302549339
W4318612195,W4388151908
W4318612195,W4388151930
W3214762344,W115394847
W3214762344,W1539265701
W3214762344,W2015353499
W3214762344,W2051437760
W3214762344,W2093048932
W3214762344,W2102962931
W3214762344,W2125705164
W3214762344,W2149868499
W3214762344,W2322289394
W3214762344,W2765890829
W3214762344,W2809761533
W3214762344,W3008372344
W3214762344,W350052792
W3214762344,W4288551022
W3214762344,W4300103684
W3191321832,W12459009
W3191321832,W1509122567
W3191321832,W1580878179
W3191321832,W1590421522
W3191321832,W2000138195
W3191321832,W2045854240
W3191321832,W2174172188
W3191321832,W2326486464
W3191321832,W2332086916
W3191321832,W2470606152
W3191321832,W2478669234
W3191321832,W2518885279
W3191321832,W2549017315
W3191321832,W2732211387
W3191321832,W2739418925
W3191321832,W2788883067
W3191321832,W2789379571
W3191321832,W2796406876
W3191321832,W2896790531
W3191321832,W2920254569
W3191321832,W2947541579
W3191321832,W3206813978
W3191321832,W4210575832
W3191321832,W4235116764
W3191321832,W4242053761
W3191321832,W4245662917
W3191321832,W4248701265
W3191321832,W4301706744
W3191321832,W564345347
W3191321832,W565869318
W2741244819,W1483678389
W2741244819,W1528074835
W2741244819,W1577555036
W2741244819,W1968976511
W2741244819,W2017985953
W2741244819,W2022510732
W2741244819,W2024844262
W2741244819,W2029433066
W2741244819,W2033992480
W2741244819,W2066788941
W2741244819,W2073700701
W2741244819,W2074727025
W2741244819,W2076003106
W2741244819,W2080571719
W2741244819,W2117489786
W2741244819,W2119138313
W2741244819,W2131103851
W2741244819,W2133577230
W2741244819,W2134049139
W2741244819,W2142284804
W2741244819,W2159310954
W2741244819,W2209225544
W2741244819,W2320098176
W2741244819,W4241459213
W2741244819,W4292808503
W2606351736,W1484205337
W2606351736,W1552858928
W2606351736,W1609600546
W2606351736,W1968083314
W2606351736,W1968439847
W2606351736,W1987704070
W2606351736,W2039922801
W2606351736,W2043633587
W2606351736,W2048501154
W2606351736,W2065184522
W2606351736,W2110821872
W2606351736,W2118153336
W2606351736,W2130092633
W2606351736,W2133180168
W2606351736,W2139556948
W2606351736,W2149945060
W2606351736,W2153439280
W2606351736,W2469865238
W2606351736,W4254615611
W2606351736,W85475387
W3174905577,W1984570103
W3174905577,W2006927035
W3174905577,W2027872454
W3174905577,W2038502759
W3174905577,W2040376214
W3174905577,W2058414003
W3174905577,W2063076062
W3174905577,W2102590877
W3174905577,W2144328377
W3174905577,W2145199772
W3174905577,W2150957645
W3174905577,W2280541719
W3174905577,W2287381451
W3174905577,W2308958835
W3174905577,W2381183843
W3174905577,W2416257158
W3174905577,W2471439719
W3174905577,W2543382954
W3174905577,W2552653959
W3174905577,W2565001036
W3174905577,W2581191939
W3174905577,W2585678387
W3174905577,W2597878575
W3174905577,W2626966735
W3174905577,W2766879286
W3174905577,W2790133730
W3174905577,W2793312034
W3174905577,W2799550964
W3174905577,W2887286491
W3174905577,W2899671575
W3174905577,W2963735726
W3174905577,W3080987575
W3174905577,W3152620529
W3210922686,W1494684620
W3210922686,W1565412265
W3210922686,W2009378639
W3210922686,W2018147832
W3210922686,W2032475262
W3210922686,W2033357765
W3210922686,W2036887673
W3210922686,W2039069955
W3210922686,W2040545505
W3210922686,W2051532429
W3210922686,W2058656599
W3210922686,W2081814021
W3210922686,W2084371561
W3210922686,W2134994506
W3210922686,W2163924745
W3210922686,W2291124324
W3210922686,W2414662877
W3210922686,W2497995139
W3210922686,W2529674858
W3210922686,W2592158182
W3210922686,W2605573461
W3210922686,W2752236501
W3210922686,W2799331516
W3210922686,W2951805427
W3210922686,W3023500942
W3210922686,W3034967852
W3210922686,W3121689684
W3210922686,W3122149969
W3210922686,W3123267936
W3210922686,W3125581311
W3210922686,W3125618765
W3210922686,W3148006809
W3210922686,W4213448892
W3210922686,W4242772531
W3157946755,W3157946755
W4388202329,W1796766288
W4388202329,W1902303252
W4388202329,W1905453973
W4388202329,W1967287454
W4388202329,W1967365089
W4388202329,W1971851992
W4388202329,W2000409079
W4388202329,W2021429770
W4388202329,W2038400679
W4388202329,W2047238444
W4388202329,W2053174168
W4388202329,W2072597956
W4388202329,W2074350217
W4388202329,W2088826819
W4388202329,W2102752913
W4388202329,W2110675324
W4388202329,W2136670102
W4388202329,W2143351022
W4388202329,W2150396849
W4388202329,W2154327229
W4388202329,W2168368937
W4388202329,W2181644144
W4388202329,W2330853957
W4388202329,W2505938573
W4388202329,W2551296101
W4388202329,W2797166942
W4388202329,W2800334901
W4388202329,W2883500883
W4388202329,W3139518434
W4388202329,W3174525945
W4388202329,W3185448749
W4388202329,W4235022509
W4388202329,W4236964528
W4388202329,W4241160312
W4388202329,W4248308225
W4388202329,W4303936854
W4388202329,W933990199
W1534727728,W1021035934
W1534727728,W1517213371
W1534727728,W1544857185
W1534727728,W1995291568
W1534727728,W2011729460
W1534727728,W2038424710
W1534727728,W2088856277
W1534727728,W2111526962
W1534727728,W2115913807
W1534727728,W2117630804
W1534727728,W2152991980
W1534727728,W2153824078
W1534727728,W2157653845
W1534727728,W2159776805
W1534727728,W2167161721
W1534727728,W2240385739
W1534727728,W2313671333
W1534727728,W2503683528
W1534727728,W2800372713
W1534727728,W959463835
W2040122165,W2142303941
W2040122165,W2170174137
W3015790397,W130614
W3015790397,W1983146521
W3015790397,W2004189569
W3015790397,W2015529404
W3015790397,W2025448983
W3015790397,W2041144943
